Business Unit,Level,FLSA,Tenure,Cared_About,Excited,Helpful_Info,Trust_Leadership,Morale,Attention check 1,Attention check 2,Comments
Sales,Entry,Non-Exempt,10+ yrs,2.0,1.0,3.0,2.0,1.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
Sales,Mid,Non-Exempt,10+ yrs,3.0,2.0,2.0,3.0,3.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
Commercial Department,Senior,Exempt,5-10 yrs,4.0,4.0,4.0,4.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
IT,Mid,Exempt,10+ yrs,4.0,4.0,4.0,4.0,4.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Commercial Department,Mid,Non-Exempt,< 1 yr,3.0,2.0,3.0,3.0,3.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
IT,Entry,Non-Exempt,3-5 yrs,3.0,1.0,2.0,3.0,1.0,4,2,Pay has not kept up. I feel replaceable.
IT,Senior,Exempt,< 1 yr,5.0,2.0,5.0,1.0,3.0,4,2,
Operations,Senior,Non-Exempt,3-5 yrs,4.0,3.0,5.0,1.0,4.0,4,3,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Commercial Department,Entry,Non-Exempt,3-5 yrs,4.0,2.0,4.0,2.0,3.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Operations,Senior,Exempt,10+ yrs,4.0,4.0,5.0,3.0,3.0,4,2,
Operations,Entry,Exempt,< 1 yr,2.0,4.0,2.0,3.0,2.0,4,2,Leadership says one thing and does another. Communication is poor.
Operations,Mid,Non-Exempt,< 1 yr,4.0,2.0,5.0,2.0,4.0,4,2,"Plenty of communication, less confidence. My team is drained."
Product,Mid,Non-Exempt,5-10 yrs,2.0,3.0,4.0,2.0,2.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Sales,Entry,Exempt,3-5 yrs,5.0,1.0,4.0,2.0,2.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Sales,Senior,Exempt,1-3 yrs,5.0,4.0,3.0,5.0,4.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Sales,Entry,Non-Exempt,10+ yrs,4.0,2.0,3.0,1.0,2.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
Product,Entry,Non-Exempt,1-3 yrs,1.0,3.0,1.0,3.0,3.0,4,2,I've been looking at other opportunities. There's no clear path here.
IT,Entry,Exempt,5-10 yrs,4.0,3.0,5.0,2.0,3.0,4,2,I know what's happening. I don't trust that it will work out.
IT,Mid,Non-Exempt,10+ yrs,2.0,3.0,2.0,1.0,4.0,4,3,Leadership says one thing and does another. Communication is poor.
Sales,Senior,Non-Exempt,10+ yrs,5.0,1.0,4.0,1.0,4.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Sales,Senior,Non-Exempt,< 1 yr,2.0,2.0,2.0,2.0,1.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Operations,Entry,Non-Exempt,< 1 yr,2.0,2.0,2.0,1.0,2.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Commercial Department,Entry,Exempt,1-3 yrs,4.0,3.0,4.0,3.0,3.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Operations,Senior,Exempt,1-3 yrs,5.0,1.0,5.0,1.0,3.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Sales,Mid,Non-Exempt,1-3 yrs,1.0,2.0,3.0,3.0,2.0,4,2,I've been looking at other opportunities. There's no clear path here.
Product,Entry,Exempt,10+ yrs,4.0,4.0,4.0,3.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
IT,Mid,Exempt,5-10 yrs,4.0,2.0,5.0,2.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
IT,Mid,Non-Exempt,3-5 yrs,4.0,5.0,2.0,5.0,5.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Sales,Senior,Non-Exempt,< 1 yr,4.0,2.0,4.0,2.0,2.0,4,2,I've been looking at other opportunities. There's no clear path here.
Operations,Senior,Exempt,1-3 yrs,4.0,2.0,5.0,1.0,2.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Product,Entry,Non-Exempt,1-3 yrs,4.0,2.0,4.0,1.0,1.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
IT,Mid,Non-Exempt,1-3 yrs,4.0,4.0,3.0,5.0,5.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Sales,Mid,Non-Exempt,10+ yrs,3.0,3.0,5.0,3.0,2.0,5,2,"Plenty of communication, less confidence. My team is drained."
IT,Mid,Non-Exempt,10+ yrs,4.0,3.0,4.0,2.0,4.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Operations,Senior,Exempt,5-10 yrs,4.0,2.0,5.0,2.0,3.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Operations,Mid,Exempt,1-3 yrs,3.0,2.0,4.0,2.0,2.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Commercial Department,Mid,Exempt,1-3 yrs,,,4.0,2.0,3.0,4,2,"Plenty of communication, less confidence. My team is drained."
Product,Senior,Exempt,3-5 yrs,5.0,1.0,5.0,1.0,3.0,4,2,"Plenty of communication, less confidence. My team is drained."
Operations,Entry,Non-Exempt,5-10 yrs,2.0,2.0,3.0,3.0,3.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
IT,Mid,Exempt,1-3 yrs,5.0,1.0,5.0,1.0,3.0,4,2,I know what's happening. I don't trust that it will work out.
Commercial Department,Entry,Non-Exempt,3-5 yrs,5.0,5.0,2.0,5.0,4.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Commercial Department,Senior,Exempt,3-5 yrs,1.0,5.0,1.0,5.0,1.0,4,4,
Product,Mid,Exempt,1-3 yrs,5.0,4.0,3.0,4.0,4.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
Commercial Department,Mid,Exempt,5-10 yrs,4.0,1.0,3.0,2.0,4.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Commercial Department,Senior,Exempt,5-10 yrs,4.0,4.0,4.0,4.0,3.0,4,2,
IT,Entry,Non-Exempt,10+ yrs,4.0,1.0,2.0,2.0,2.0,4,2,Pay has not kept up. I feel replaceable.
Sales,Mid,Exempt,10+ yrs,4.0,2.0,5.0,1.0,4.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Sales,Mid,Exempt,< 1 yr,4.0,2.0,4.0,2.0,4.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Sales,Entry,Exempt,< 1 yr,2.0,4.0,3.0,1.0,1.0,1,2,I've been looking at other opportunities. There's no clear path here.
IT,Mid,Non-Exempt,3-5 yrs,3.0,1.0,4.0,3.0,4.0,4,2,I know what's happening. I don't trust that it will work out.
Product,Senior,Exempt,5-10 yrs,4.0,5.0,3.0,4.0,2.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Sales,Entry,Exempt,3-5 yrs,4.0,3.0,5.0,3.0,2.0,4,2,
Operations,Mid,Non-Exempt,< 1 yr,2.0,2.0,1.0,2.0,1.0,4,2,I've been looking at other opportunities. There's no clear path here.
Sales,Senior,Non-Exempt,< 1 yr,3.0,4.0,2.0,2.0,3.0,4,2,I've been looking at other opportunities. There's no clear path here.
Product,Mid,Non-Exempt,1-3 yrs,2.0,2.0,2.0,3.0,3.0,4,2,Pay has not kept up. I feel replaceable.
Operations,Senior,Non-Exempt,1-3 yrs,4.0,2.0,2.0,2.0,2.0,4,2,
Sales,Senior,Exempt,1-3 yrs,5.0,4.0,2.0,4.0,4.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
Product,Senior,Exempt,1-3 yrs,,4.0,4.0,2.0,5.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Commercial Department,Mid,Exempt,5-10 yrs,3.0,2.0,4.0,1.0,3.0,4,2,
Sales,Entry,Exempt,< 1 yr,3.0,4.0,3.0,1.0,3.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
IT,Entry,Exempt,5-10 yrs,4.0,2.0,4.0,2.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Sales,Senior,Non-Exempt,1-3 yrs,3.0,3.0,3.0,2.0,2.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
Product,Senior,Exempt,5-10 yrs,4.0,5.0,5.0,5.0,4.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Product,Entry,Exempt,1-3 yrs,3.0,3.0,3.0,3.0,3.0,4,2,
Sales,Entry,Non-Exempt,< 1 yr,4.0,2.0,4.0,1.0,2.0,4,2,"Plenty of communication, less confidence. My team is drained."
IT,Mid,Exempt,1-3 yrs,3.0,5.0,4.0,4.0,5.0,4,2,
Sales,Entry,Non-Exempt,3-5 yrs,4.0,1.0,2.0,2.0,3.0,4,5,Pay has not kept up. I feel replaceable.
Operations,Senior,Non-Exempt,3-5 yrs,2.0,2.0,2.0,2.0,2.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
Commercial Department,Mid,Non-Exempt,3-5 yrs,4.0,5.0,3.0,5.0,3.0,4,2,
Operations,Senior,Non-Exempt,3-5 yrs,4.0,1.0,5.0,3.0,3.0,4,2,"Plenty of communication, less confidence. My team is drained."
Sales,Senior,Exempt,10+ yrs,3.0,3.0,4.0,4.0,5.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
IT,Mid,Non-Exempt,10+ yrs,4.0,2.0,3.0,1.0,4.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Sales,Mid,Exempt,3-5 yrs,4.0,2.0,4.0,2.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Product,Mid,Exempt,5-10 yrs,3.0,3.0,4.0,5.0,4.0,4,2,
Commercial Department,Mid,Exempt,< 1 yr,3.0,3.0,3.0,3.0,3.0,1,3,
IT,Entry,Non-Exempt,5-10 yrs,3.0,2.0,5.0,1.0,2.0,4,2,"Plenty of communication, less confidence. My team is drained."
IT,Senior,Exempt,3-5 yrs,4.0,3.0,3.0,4.0,3.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Commercial Department,Mid,Non-Exempt,10+ yrs,2.0,2.0,2.0,4.0,1.0,5,2,
Sales,Mid,Exempt,5-10 yrs,,5.0,1.0,5.0,5.0,4,1,
IT,Mid,Non-Exempt,3-5 yrs,5.0,1.0,5.0,2.0,3.0,4,2,"Plenty of communication, less confidence. My team is drained."
Operations,Entry,Non-Exempt,10+ yrs,2.0,3.0,3.0,3.0,2.0,4,2,Leadership says one thing and does another. Communication is poor.
Product,Mid,Exempt,5-10 yrs,4.0,5.0,4.0,5.0,3.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
IT,Entry,Non-Exempt,< 1 yr,4.0,2.0,2.0,1.0,3.0,4,2,
Sales,Mid,Exempt,3-5 yrs,4.0,5.0,3.0,4.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
IT,Entry,Exempt,3-5 yrs,4.0,2.0,5.0,2.0,2.0,4,2,I know what's happening. I don't trust that it will work out.
IT,Senior,Exempt,3-5 yrs,4.0,2.0,5.0,1.0,4.0,4,2,
Product,Senior,Non-Exempt,10+ yrs,4.0,4.0,4.0,4.0,3.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
IT,Entry,Non-Exempt,< 1 yr,4.0,1.0,4.0,2.0,3.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Product,Mid,Exempt,5-10 yrs,5.0,2.0,4.0,5.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
IT,Entry,Exempt,5-10 yrs,5.0,5.0,3.0,4.0,5.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
IT,Entry,Exempt,< 1 yr,4.0,2.0,5.0,3.0,2.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Operations,Mid,Exempt,1-3 yrs,5.0,2.0,5.0,1.0,3.0,4,2,
Operations,Senior,Non-Exempt,< 1 yr,2.0,3.0,2.0,3.0,2.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
Operations,Mid,Exempt,10+ yrs,4.0,3.0,5.0,1.0,4.0,4,2,"Plenty of communication, less confidence. My team is drained."
Sales,Mid,Non-Exempt,< 1 yr,2.0,2.0,3.0,1.0,1.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
IT,Mid,Exempt,5-10 yrs,5.0,2.0,4.0,2.0,3.0,4,2,I know what's happening. I don't trust that it will work out.
Operations,Mid,Exempt,1-3 yrs,4.0,2.0,5.0,4.0,4.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Commercial Department,Senior,Exempt,10+ yrs,4.0,3.0,2.0,5.0,3.0,4,2,
Operations,Mid,Non-Exempt,1-3 yrs,4.0,1.0,5.0,1.0,3.0,4,2,"Plenty of communication, less confidence. My team is drained."
Sales,Senior,Exempt,10+ yrs,3.0,4.0,3.0,5.0,3.0,4,2,
Product,Mid,Exempt,3-5 yrs,4.0,3.0,5.0,1.0,2.0,4,2,
Product,Entry,Exempt,5-10 yrs,5.0,1.0,4.0,2.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Sales,Entry,Non-Exempt,5-10 yrs,4.0,2.0,3.0,1.0,2.0,4,2,I've been looking at other opportunities. There's no clear path here.
IT,Entry,Exempt,3-5 yrs,3.0,1.0,5.0,2.0,3.0,4,2,
Operations,Entry,Exempt,3-5 yrs,5.0,2.0,5.0,1.0,3.0,4,2,"Plenty of communication, less confidence. My team is drained."
Operations,Mid,Exempt,1-3 yrs,3.0,2.0,4.0,3.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
IT,Senior,Non-Exempt,3-5 yrs,5.0,5.0,5.0,3.0,5.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Product,Senior,Non-Exempt,< 1 yr,3.0,3.0,2.0,2.0,1.0,4,2,Pay has not kept up. I feel replaceable.
Commercial Department,Senior,Exempt,1-3 yrs,3.0,4.0,4.0,3.0,4.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Sales,Entry,Non-Exempt,< 1 yr,2.0,2.0,2.0,3.0,2.0,4,2,Pay has not kept up. I feel replaceable.
Operations,Entry,Non-Exempt,1-3 yrs,3.0,3.0,3.0,1.0,2.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
Product,Mid,Exempt,10+ yrs,4.0,5.0,4.0,5.0,5.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Product,Senior,Exempt,10+ yrs,5.0,4.0,4.0,5.0,2.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
Sales,Senior,Exempt,5-10 yrs,4.0,2.0,5.0,1.0,4.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
IT,Mid,Exempt,1-3 yrs,5.0,1.0,4.0,1.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Commercial Department,Senior,Non-Exempt,10+ yrs,4.0,5.0,3.0,4.0,4.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Operations,Mid,Exempt,10+ yrs,4.0,5.0,4.0,4.0,4.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
IT,Entry,Exempt,< 1 yr,4.0,1.0,4.0,2.0,3.0,4,2,
IT,Senior,Exempt,1-3 yrs,5.0,1.0,5.0,2.0,4.0,4,2,I know what's happening. I don't trust that it will work out.
Operations,Entry,Exempt,< 1 yr,3.0,2.0,3.0,1.0,3.0,4,2,The restructuring was handled badly. A lot of people I worked with are gone.
Sales,Mid,Exempt,5-10 yrs,3.0,3.0,3.0,4.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Operations,Senior,Exempt,< 1 yr,5.0,1.0,4.0,2.0,2.0,4,2,"Plenty of communication, less confidence. My team is drained."
IT,Entry,Exempt,5-10 yrs,4.0,2.0,5.0,1.0,4.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Sales,Mid,Non-Exempt,3-5 yrs,3.0,2.0,2.0,2.0,2.0,4,3,Leadership says one thing and does another. Communication is poor.
IT,Mid,Exempt,5-10 yrs,5.0,2.0,5.0,2.0,3.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Product,Entry,Exempt,5-10 yrs,2.0,3.0,1.0,1.0,5.0,2,4,I don't feel valued. My manager is overloaded and I rarely get feedback.
Operations,Mid,Exempt,3-5 yrs,4.0,2.0,5.0,4.0,4.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
IT,Senior,Exempt,1-3 yrs,3.0,5.0,5.0,4.0,4.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
IT,Senior,Exempt,3-5 yrs,5.0,5.0,5.0,5.0,3.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Commercial Department,Senior,Exempt,10+ yrs,4.0,3.0,4.0,5.0,4.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Product,Entry,Non-Exempt,< 1 yr,3.0,2.0,3.0,1.0,4.0,4,2,Pay has not kept up. I feel replaceable.
Sales,Mid,Exempt,1-3 yrs,3.0,2.0,4.0,2.0,,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Product,Senior,Exempt,5-10 yrs,3.0,4.0,5.0,4.0,4.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Operations,Entry,Exempt,< 1 yr,2.0,2.0,3.0,2.0,1.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
IT,Senior,Non-Exempt,5-10 yrs,4.0,1.0,3.0,3.0,3.0,4,2,"Plenty of communication, less confidence. My team is drained."
IT,Mid,Non-Exempt,5-10 yrs,2.0,3.0,2.0,2.0,3.0,4,2,Leadership says one thing and does another. Communication is poor.
IT,Mid,Non-Exempt,3-5 yrs,5.0,1.0,4.0,3.0,3.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Operations,Entry,Non-Exempt,3-5 yrs,1.0,2.0,1.0,3.0,3.0,4,2,The restructuring was handled badly. A lot of people I worked with are gone.
IT,Entry,Exempt,< 1 yr,4.0,5.0,4.0,5.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Commercial Department,Senior,Exempt,5-10 yrs,4.0,5.0,4.0,3.0,5.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
IT,Mid,Exempt,1-3 yrs,3.0,3.0,2.0,1.0,4.0,4,2,Leadership says one thing and does another. Communication is poor.
Sales,Entry,Exempt,1-3 yrs,4.0,2.0,4.0,3.0,3.0,4,2,"Plenty of communication, less confidence. My team is drained."
Operations,Senior,Non-Exempt,5-10 yrs,5.0,2.0,2.0,3.0,2.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
Operations,Mid,Non-Exempt,10+ yrs,3.0,2.0,4.0,2.0,4.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
IT,Mid,Non-Exempt,1-3 yrs,4.0,1.0,5.0,2.0,4.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
IT,Entry,Non-Exempt,< 1 yr,3.0,2.0,4.0,1.0,3.0,4,2,
Commercial Department,Mid,Exempt,5-10 yrs,4.0,4.0,3.0,4.0,4.0,4,2,
Product,Mid,Exempt,1-3 yrs,4.0,5.0,4.0,5.0,4.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
IT,Mid,Non-Exempt,10+ yrs,4.0,3.0,5.0,2.0,2.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Sales,Senior,Exempt,5-10 yrs,5.0,4.0,5.0,3.0,5.0,4,2,
Operations,Senior,Non-Exempt,1-3 yrs,1.0,5.0,3.0,1.0,3.0,4,1,I've been looking at other opportunities. There's no clear path here.
Commercial Department,Senior,Exempt,< 1 yr,2.0,3.0,3.0,5.0,3.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
Operations,Entry,Exempt,5-10 yrs,3.0,4.0,3.0,3.0,3.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Product,Senior,Exempt,5-10 yrs,4.0,3.0,3.0,5.0,4.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Sales,Mid,Exempt,1-3 yrs,4.0,3.0,3.0,2.0,1.0,4,2,"Plenty of communication, less confidence. My team is drained."
Commercial Department,Mid,Exempt,3-5 yrs,4.0,2.0,5.0,4.0,5.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
IT,Mid,Non-Exempt,< 1 yr,4.0,2.0,4.0,1.0,3.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Sales,Entry,Non-Exempt,1-3 yrs,2.0,2.0,2.0,1.0,3.0,4,2,I've been looking at other opportunities. There's no clear path here.
